PMMA AvgEnergyPrim Dose DosePrim DoseProt DLET DLETPrim DLETProt TLET TLETPrim TLETProt dQ dQPrim dQProt tQ tQPrim tQProt dZeff2Beta2 dZeff2Beta2Prim dZeff2Beta2Prot tZeff2Beta2 tZeff2Beta2Prim tZeff2Beta2Prot
2.0 8.446145e+01 1.775238e-02 1.723642e-02 1.770748e-02 2.060268e+01 8.306465e+00 9.110868e+00 8.653998e+00 8.260715e+00 8.580091e+00 2.231312e+00 1.191108e-02 1.563725e-02 4.763946e-02 1.193276e-02 1.285756e-02 6.182252e+01 6.306941e+00 7.609124e+00 7.042558e+00 6.318409e+00 6.700251e+00
2.0 8.446153e+01 1.776206e-02 1.723578e-02 1.771582e-02 1.729932e+01 8.260619e+00 9.303144e+00 8.674759e+00 8.260709e+00 8.598911e+00 8.518206e-01 1.191110e-02 1.924679e-02 2.480495e-02 1.193275e-02 1.312941e-02 4.150191e+01 6.306951e+00 8.509618e+00 6.914217e+00 6.318403e+00 6.758736e+00
2.0 8.446153e+01 1.778064e-02 1.725919e-02 1.773088e-02 1.399789e+01 8.322682e+00 9.266422e+00 8.659270e+00 8.260709e+00 8.575778e+00 1.155786e+00 1.191109e-02 1.772361e-02 3.308834e-02 1.193275e-02 1.298335e-02 3.653006e+01 6.306946e+00 8.039374e+00 6.993316e+00 6.318403e+00 6.714541e+00
2.0 8.446207e+01 1.778895e-02 1.724959e-02 1.770819e-02 1.353813e+01 8.330913e+00 9.133827e+00 8.631711e+00 8.260668e+00 8.569655e+00 6.584675e-01 1.191097e-02 1.568863e-02 2.189711e-02 1.193267e-02 1.278983e-02 3.078652e+01 6.306894e+00 7.702180e+00 6.799678e+00 6.318367e+00 6.686017e+00
2.0 8.446187e+01 1.776287e-02 1.725743e-02 1.772201e-02 1.622217e+01 8.285878e+00 9.143283e+00 8.643933e+00 8.260684e+00 8.573156e+00 1.490215e+00 1.191103e-02 1.718987e-02 3.681022e-02 1.193270e-02 1.291887e-02 4.752243e+01 6.306922e+00 7.996030e+00 6.975491e+00 6.318381e+00 6.705198e+00
2.0 8.446165e+01 1.773646e-02 1.723744e-02 1.770913e-02 1.185718e+01 8.262298e+00 9.178799e+00 8.626167e+00 8.260700e+00 8.580221e+00 1.109594e+00 1.191102e-02 1.849443e-02 3.185812e-02 1.193273e-02 1.306080e-02 2.658375e+01 6.306914e+00 8.217035e+00 6.833799e+00 6.318396e+00 6.728567e+00
2.0 8.446163e+01 1.775731e-02 1.725101e-02 1.772399e-02 1.240435e+01 8.305239e+00 9.173225e+00 8.637659e+00 8.260701e+00 8.581129e+00 1.075230e+00 1.191107e-02 1.696685e-02 2.961523e-02 1.193273e-02 1.293095e-02 3.082600e+01 6.306940e+00 7.944697e+00 6.845505e+00 6.318396e+00 6.712883e+00
2.0 8.446243e+01 1.776353e-02 1.724874e-02 1.772913e-02 1.651525e+01 8.438747e+00 9.366834e+00 8.648453e+00 8.260642e+00 8.588415e+00 1.842137e+00 1.191093e-02 1.701677e-02 4.030852e-02 1.193262e-02 1.295101e-02 5.043257e+01 6.306872e+00 8.007563e+00 6.981752e+00 6.318344e+00 6.725219e+00
2.0 8.446164e+01 1.774321e-02 1.724388e-02 1.770764e-02 1.162850e+01 8.260620e+00 9.156030e+00 8.628310e+00 8.260701e+00 8.574115e+00 4.617504e-01 1.191110e-02 1.745350e-02 2.144063e-02 1.193273e-02 1.293936e-02 1.721698e+01 6.306952e+00 8.082428e+00 6.718960e+00 6.318396e+00 6.710124e+00
2.0 8.446198e+01 1.777542e-02 1.725166e-02 1.772628e-02 2.022905e+01 8.288661e+00 9.146673e+00 8.662192e+00 8.260676e+00 8.578687e+00 1.387848e+00 1.191103e-02 1.682247e-02 3.359978e-02 1.193268e-02 1.290419e-02 6.090583e+01 6.306919e+00 7.915732e+00 7.029036e+00 6.318374e+00 6.707685e+00
2.0 8.446211e+01 1.774007e-02 1.722290e-02 1.768846e-02 2.120836e+01 8.266294e+00 9.165844e+00 8.650238e+00 8.260666e+00 8.578878e+00 8.165208e-01 1.191099e-02 1.711293e-02 2.253646e-02 1.193267e-02 1.293343e-02 4.835542e+01 6.306901e+00 8.009092e+00 6.796812e+00 6.318366e+00 6.714125e+00
2.0 8.446222e+01 1.775543e-02 1.723769e-02 1.771466e-02 1.602162e+01 8.356046e+00 9.275556e+00 8.658827e+00 8.260658e+00 8.587535e+00 1.210029e+00 1.191095e-02 1.688202e-02 3.276280e-02 1.193265e-02 1.294464e-02 4.549005e+01 6.306884e+00 7.903825e+00 7.013087e+00 6.318358e+00 6.720298e+00
2.0 8.446136e+01 1.773882e-02 1.723995e-02 1.771650e-02 1.067979e+01 8.265681e+00 9.168470e+00 8.619928e+00 8.260722e+00 8.584138e+00 9.900644e-02 1.191107e-02 1.659771e-02 1.516465e-02 1.193277e-02 1.288719e-02 1.395009e+01 6.306938e+00 7.942894e+00 6.719292e+00 6.318415e+00 6.713470e+00
2.0 8.446199e+01 1.774623e-02 1.723577e-02 1.770478e-02 1.404804e+01 8.260614e+00 9.089834e+00 8.644339e+00 8.260675e+00 8.577074e+00 5.580461e-01 1.191109e-02 1.589119e-02 2.120304e-02 1.193268e-02 1.284857e-02 3.054191e+01 6.306946e+00 7.716585e+00 6.798784e+00 6.318373e+00 6.697989e+00
2.0 8.446222e+01 1.775092e-02 1.724942e-02 1.771932e-02 1.497652e+01 8.277551e+00 9.150267e+00 8.631909e+00 8.260658e+00 8.576280e+00 1.540784e+00 1.191093e-02 1.706958e-02 3.665962e-02 1.193265e-02 1.293507e-02 4.658271e+01 6.306872e+00 7.945705e+00 6.940116e+00 6.318358e+00 6.709325e+00
2.0 8.446183e+01 1.774184e-02 1.723734e-02 1.771649e-02 1.089794e+01 8.296317e+00 9.194670e+00 8.625339e+00 8.260687e+00 8.584688e+00 7.523446e-02 1.191105e-02 1.573499e-02 1.445504e-02 1.193270e-02 1.281363e-02 1.421706e+01 6.306931e+00 7.800390e+00 6.682555e+00 6.318384e+00 6.703538e+00
2.0 8.446179e+01 1.776088e-02 1.723941e-02 1.772318e-02 1.458392e+01 8.365493e+00 9.368019e+00 8.657915e+00 8.260689e+00 8.593216e+00 1.244809e+00 1.191102e-02 1.875830e-02 3.278368e-02 1.193271e-02 1.309545e-02 3.591793e+01 6.306915e+00 8.376938e+00 6.913830e+00 6.318386e+00 6.746949e+00
