PMMA AvgEnergyPrim Dose DosePrim DoseProt DLET DLETPrim DLETProt TLET TLETPrim TLETProt dQ dQPrim dQProt tQ tQPrim tQProt dZeff2Beta2 dZeff2Beta2Prim dZeff2Beta2Prot tZeff2Beta2 tZeff2Beta2Prim tZeff2Beta2Prot
3.000 4.694873e+01 3.346740e-02 2.910064e-02 2.951409e-02 5.565395e+01 5.206448e+01 5.270606e+01 4.654869e+01 5.203097e+01 5.218999e+01 1.730947e+00 8.511200e-02 8.730716e-02 9.316309e-02 8.526112e-02 8.564624e-02 7.583935e+01 4.265978e+01 4.362714e+01 2.909220e+01 4.273468e+01 4.291151e+01
3.000 4.694940e+01 3.333871e-02 2.882737e-02 2.926418e-02 5.744868e+01 5.215466e+01 5.378662e+01 4.653808e+01 5.203037e+01 5.224839e+01 9.064865e-01 8.511170e-02 1.112095e-01 7.873792e-02 8.525991e-02 8.776974e-02 6.597066e+01 4.265964e+01 4.680960e+01 2.894565e+01 4.273412e+01 4.312200e+01
3.000 4.695049e+01 3.355520e-02 2.910160e-02 2.958652e-02 6.280516e+01 5.203187e+01 5.604691e+01 4.670397e+01 5.202937e+01 5.233112e+01 7.993851e-01 8.510945e-02 1.265114e-01 7.201585e-02 8.525790e-02 8.823465e-02 8.640820e+01 4.265860e+01 5.215791e+01 2.927851e+01 4.273318e+01 4.329637e+01
3.000 4.695030e+01 3.328102e-02 2.884692e-02 2.927729e-02 5.687807e+01 5.203192e+01 5.445520e+01 4.657133e+01 5.202956e+01 5.224164e+01 2.224277e-01 8.510957e-02 1.187123e-01 6.318860e-02 8.525828e-02 8.789119e-02 6.194711e+01 4.265865e+01 4.896569e+01 2.907300e+01 4.273336e+01 4.313806e+01
3.000 4.694905e+01 3.342677e-02 2.895912e-02 2.948752e-02 5.704255e+01 5.206170e+01 5.745214e+01 4.663468e+01 5.203067e+01 5.239814e+01 1.341571e-01 8.511355e-02 1.313375e-01 5.901723e-02 8.526050e-02 8.850050e-02 5.593815e+01 4.266050e+01 5.451589e+01 2.882280e+01 4.273439e+01 4.341429e+01
3.000 4.694598e+01 3.342204e-02 2.902658e-02 2.944598e-02 6.219971e+01 5.226959e+01 5.363315e+01 4.660446e+01 5.203345e+01 5.221953e+01 2.885607e+00 8.511768e-02 8.894362e-02 1.236603e-01 8.526610e-02 8.575464e-02 1.018142e+02 4.266243e+01 4.436679e+01 2.958424e+01 4.273700e+01 4.296045e+01
3.000 4.695088e+01 3.345975e-02 2.899031e-02 2.941803e-02 5.516093e+01 5.203102e+01 5.476961e+01 4.657926e+01 5.202903e+01 5.224826e+01 8.871398e-01 8.510776e-02 1.519999e-01 7.984504e-02 8.525722e-02 9.020070e-02 6.282529e+01 4.265781e+01 5.287348e+01 2.919034e+01 4.273286e+01 4.331144e+01
3.000 4.694855e+01 3.332728e-02 2.902492e-02 2.942917e-02 5.607573e+01 5.210121e+01 5.300840e+01 4.667242e+01 5.203113e+01 5.220383e+01 1.442616e+00 8.511341e-02 1.110141e-01 8.857382e-02 8.526143e-02 8.769864e-02 7.453108e+01 4.266044e+01 4.605786e+01 2.923077e+01 4.273483e+01 4.305251e+01
3.000 4.694880e+01 3.329828e-02 2.882970e-02 2.930874e-02 5.975789e+01 5.226509e+01 5.660190e+01 4.662175e+01 5.203089e+01 5.230677e+01 1.609326e-01 8.511255e-02 1.350256e-01 6.009401e-02 8.526094e-02 8.833525e-02 6.305698e+01 4.266004e+01 5.410043e+01 2.904246e+01 4.273460e+01 4.328292e+01
3.000 4.694612e+01 3.361965e-02 2.911275e-02 2.959669e-02 7.218743e+01 5.217432e+01 5.689813e+01 4.693003e+01 5.203333e+01 5.235621e+01 3.468965e+00 8.511711e-02 1.707140e-01 1.350874e-01 8.526585e-02 9.213738e-02 1.414853e+02 4.266216e+01 5.685002e+01 3.019985e+01 4.273688e+01 4.355900e+01
